seed,vectorizer,model,params,accuracy,training_time,prediction_time,peak_memory_train,peak_memory_prediction,precision_class_0,recall_class_0,f1_class_0,precision_class_1,recall_class_1,f1_class_1,precision_class_2,recall_class_2,f1_class_2,precision_class_3,recall_class_3,f1_class_3,precision_class_4,recall_class_4,f1_class_4
2,TfidfVectorizer,AdaBoost,"{'n_estimators': 100, 'learning_rate': 0.01}",0.6437994722955145,3.8751224000006914,1.1455081000021892,409.28125,404.92578125,0.5072463768115942,0.8045977011494253,0.6222222222222222,0.7941176470588235,0.4090909090909091,0.54,0.925,0.5211267605633803,0.6666666666666666,0.6099290780141844,0.9885057471264368,0.7543859649122807,0.9230769230769231,0.35294117647058826,0.5106382978723404
2,TfidfVectorizer,AdaBoost,"{'n_estimators': 100, 'learning_rate': 0.1}",0.8179419525065963,3.880250700007309,1.1614921000000322,409.04296875,400.2890625,0.6864406779661016,0.9310344827586207,0.7902439024390244,0.8709677419354839,0.8181818181818182,0.84375,0.8082191780821918,0.8309859154929577,0.8194444444444444,0.8958333333333334,0.9885057471264368,0.9398907103825137,1.0,0.4411764705882353,0.6122448979591837
2,TfidfVectorizer,AdaBoost,"{'n_estimators': 100, 'learning_rate': 1.0}",0.7282321899736148,3.8808684999967227,1.162741600011941,408.8515625,404.9375,0.5504587155963303,0.6896551724137931,0.6122448979591837,0.95,0.5757575757575758,0.7169811320754716,0.6875,0.6197183098591549,0.6518518518518519,0.7391304347826086,0.9770114942528736,0.8415841584158416,0.9607843137254902,0.7205882352941176,0.8235294117647058
2,TfidfVectorizer,AdaBoost,"{'n_estimators': 150, 'learning_rate': 0.01}",0.683377308707124,5.4628021999960765,1.1956405000091763,409.046875,400.20703125,0.503448275862069,0.8390804597701149,0.6293103448275862,0.8301886792452831,0.6666666666666666,0.7394957983193278,0.8974358974358975,0.49295774647887325,0.6363636363636364,0.7166666666666667,0.9885057471264368,0.8309178743961353,0.9545454545454546,0.3088235294117647,0.4666666666666667
2,TfidfVectorizer,AdaBoost,"{'n_estimators': 150, 'learning_rate': 0.1}",0.8126649076517151,5.463815399998566,1.2014199999975972,409.37890625,400.3359375,0.7008547008547008,0.9425287356321839,0.803921568627451,0.9107142857142857,0.7727272727272727,0.8360655737704918,0.7093023255813954,0.8591549295774648,0.7770700636942676,0.9340659340659341,0.9770114942528736,0.9550561797752809,1.0,0.4264705882352941,0.5979381443298969
2,TfidfVectorizer,AdaBoost,"{'n_estimators': 150, 'learning_rate': 1.0}",0.7308707124010554,5.509821799991187,1.208736200002022,409.86328125,400.5,0.5546875,0.8160919540229885,0.6604651162790698,0.8974358974358975,0.5303030303030303,0.6666666666666666,0.6865671641791045,0.647887323943662,0.6666666666666666,0.8181818181818182,0.9310344827586207,0.8709677419354839,0.9565217391304348,0.6470588235294118,0.7719298245614035
2,TfidfVectorizer,SGD,"{'alpha': 0.0001, 'penalty': 'l2'}",0.9762532981530343,0.7036577000108082,1.1302403999870876,408.3828125,406.1875,0.9651162790697675,0.9540229885057471,0.9595375722543352,0.9565217391304348,1.0,0.9777777777777777,0.9714285714285714,0.9577464788732394,0.9645390070921985,1.0,1.0,1.0,0.9850746268656716,0.9705882352941176,0.9777777777777777
2,TfidfVectorizer,SGD,"{'alpha': 0.0001, 'penalty': 'l1'}",0.9630606860158312,0.7682163999998011,1.1079101000068476,407.984375,402.09375,0.9761904761904762,0.9425287356321839,0.9590643274853801,0.9692307692307692,0.9545454545454546,0.9618320610687023,0.9210526315789473,0.9859154929577465,0.9523809523809523,0.9666666666666667,1.0,0.9830508474576272,0.984375,0.9264705882352942,0.9545454545454546
2,TfidfVectorizer,SGD,"{'alpha': 0.0001, 'penalty': 'elasticnet'}",0.9709762532981531,0.7783733999967808,1.096683199997642,407.5546875,405.8671875,0.9651162790697675,0.9540229885057471,0.9595375722543352,0.9558823529411765,0.9848484848484849,0.9701492537313433,0.9577464788732394,0.9577464788732394,0.9577464788732394,0.9886363636363636,1.0,0.9942857142857143,0.9848484848484849,0.9558823529411765,0.9701492537313433
2,TfidfVectorizer,SGD,"{'alpha': 0.001, 'penalty': 'l2'}",0.9736147757255936,1.3810414000035962,1.0965002000011737,409.84375,406.01953125,0.9651162790697675,0.9540229885057471,0.9595375722543352,0.9565217391304348,1.0,0.9777777777777777,0.9714285714285714,0.9577464788732394,0.9645390070921985,0.9886363636363636,1.0,0.9942857142857143,0.9848484848484849,0.9558823529411765,0.9701492537313433
2,TfidfVectorizer,SGD,"{'alpha': 0.001, 'penalty': 'l1'}",0.9340369393139841,0.7192349000106333,1.1014567999955034,408.734375,402.34375,0.9418604651162791,0.9310344827586207,0.9364161849710982,0.9516129032258065,0.8939393939393939,0.921875,0.9066666666666666,0.9577464788732394,0.9315068493150684,0.9354838709677419,1.0,0.9666666666666667,0.9365079365079365,0.8676470588235294,0.9007633587786259
2,TfidfVectorizer,SGD,"{'alpha': 0.001, 'penalty': 'elasticnet'}",0.9525065963060686,0.8201522000017576,1.095030600001337,408.453125,406.01171875,0.9534883720930233,0.9425287356321839,0.9479768786127167,0.9696969696969697,0.9696969696969697,0.9696969696969697,0.9577464788732394,0.9577464788732394,0.9577464788732394,0.9157894736842105,1.0,0.9560439560439561,0.9836065573770492,0.8823529411764706,0.9302325581395349
2,TfidfVectorizer,SGD,"{'alpha': 0.01, 'penalty': 'l2'}",0.9604221635883905,0.7466773000051035,1.0972162999969441,409.3359375,402.33984375,0.9772727272727273,0.9885057471264368,0.9828571428571429,0.9692307692307692,0.9545454545454546,0.9618320610687023,0.9583333333333334,0.971830985915493,0.965034965034965,0.9157894736842105,1.0,0.9560439560439561,1.0,0.8676470588235294,0.9291338582677166
