seed,vectorizer,model,params,accuracy,training_time,prediction_time,peak_memory_train,peak_memory_prediction,precision_class_0,recall_class_0,f1_class_0,precision_class_1,recall_class_1,f1_class_1
2,TfidfVectorizer,RandomForest,"{'n_estimators': 50, 'criterion': 'gini'}",0.6366492146596858,1.4229368000014802,1.5393062000002828,375.06640625,374.1640625,0.6258278145695364,0.7575150300601202,0.6854034451495921,0.6552706552706553,0.5043859649122807,0.5700123915737298
2,TfidfVectorizer,RandomForest,"{'n_estimators': 50, 'criterion': 'entropy'}",0.6261780104712041,1.341890499999863,1.033367799995176,374.66015625,373.9453125,0.6203389830508474,0.7334669338677354,0.6721763085399449,0.6356164383561644,0.5087719298245614,0.5651644336175395
2,TfidfVectorizer,RandomForest,"{'n_estimators': 50, 'criterion': 'log_loss'}",0.6261780104712041,1.3755227999936324,1.1089317000005394,375.4140625,373.95703125,0.6203389830508474,0.7334669338677354,0.6721763085399449,0.6356164383561644,0.5087719298245614,0.5651644336175395
2,TfidfVectorizer,RandomForest,"{'n_estimators': 100, 'criterion': 'gini'}",0.6282722513089005,2.277243600001384,1.049833099998068,383.33984375,382.67578125,0.6168831168831169,0.7615230460921844,0.6816143497757847,0.6489675516224189,0.4824561403508772,0.5534591194968553
2,TfidfVectorizer,RandomForest,"{'n_estimators': 100, 'criterion': 'entropy'}",0.6272251308900524,2.2697283000015887,1.1356059999961872,382.9375,381.84375,0.6201680672268908,0.7394789579158316,0.6745886654478976,0.6388888888888888,0.5043859649122807,0.5637254901960784
2,TfidfVectorizer,RandomForest,"{'n_estimators': 100, 'criterion': 'log_loss'}",0.6272251308900524,2.25501219999569,1.1624003999968409,382.31640625,381.84375,0.6201680672268908,0.7394789579158316,0.6745886654478976,0.6388888888888888,0.5043859649122807,0.5637254901960784
2,TfidfVectorizer,RandomForest,"{'n_estimators': 150, 'criterion': 'gini'}",0.6272251308900524,3.1634032000001753,1.2033138999977382,391.64453125,391.6953125,0.6170212765957447,0.7555110220440882,0.6792792792792792,0.6453488372093024,0.4868421052631579,0.555
2,TfidfVectorizer,RandomForest,"{'n_estimators': 150, 'criterion': 'entropy'}",0.6282722513089005,3.1564206999973976,1.2251431999975466,390.98046875,390.6171875,0.6216216216216216,0.7374749498997996,0.6746104491292392,0.6391184573002755,0.5087719298245614,0.5665445665445665
2,TfidfVectorizer,RandomForest,"{'n_estimators': 150, 'criterion': 'log_loss'}",0.6282722513089005,3.0687099999995553,1.0943072000009124,391.0,390.21875,0.6216216216216216,0.7374749498997996,0.6746104491292392,0.6391184573002755,0.5087719298245614,0.5665445665445665
2,TfidfVectorizer,SVC,"{'C': 0.1, 'kernel': 'linear'}",0.5570680628272251,0.874266799997713,1.1435943000033149,417.15234375,397.4921875,0.6596638655462185,0.31462925851703405,0.4260515603799186,0.5230125523012552,0.8223684210526315,0.639386189258312
2,TfidfVectorizer,SVC,"{'C': 0.1, 'kernel': 'rbf'}",0.4942408376963351,0.9130130000048666,1.224537900001451,418.4921875,391.76171875,0.6818181818181818,0.06012024048096192,0.11049723756906077,0.48518111964873767,0.9692982456140351,0.6466715435259692
2,TfidfVectorizer,SVC,"{'C': 0.1, 'kernel': 'sigmoid'}",0.5581151832460733,0.899098400004732,1.1537119000058738,417.5,397.73828125,0.6624472573839663,0.31462925851703405,0.4266304347826087,0.5236768802228412,0.8245614035087719,0.6405451448040886
2,TfidfVectorizer,SVC,"{'C': 1, 'kernel': 'linear'}",0.6094240837696335,0.9598475000020699,1.1616414000018267,420.5703125,391.90234375,0.6216216216216216,0.6452905811623246,0.6332350049164208,0.5949656750572082,0.5701754385964912,0.5823068309070548
2,TfidfVectorizer,SVC,"{'C': 1, 'kernel': 'rbf'}",0.6209424083769634,0.927903800002241,1.2345126000000164,424.4375,391.37890625,0.6266173752310537,0.6793587174348698,0.6519230769230769,0.6135265700483091,0.5570175438596491,0.5839080459770115
2,TfidfVectorizer,SVC,"{'C': 1, 'kernel': 'sigmoid'}",0.6167539267015707,0.9143777999997837,1.1348456000050646,425.0859375,391.484375,0.6261859582542695,0.6613226452905812,0.6432748538011696,0.6051401869158879,0.5679824561403509,0.5859728506787331
2,TfidfVectorizer,SVC,"{'C': 10, 'kernel': 'linear'}",0.5916230366492147,1.007412500002829,1.1890419999981532,421.0859375,397.90625,0.6074950690335306,0.6172344689378757,0.6123260437375746,0.5736607142857143,0.5635964912280702,0.5685840707964602
