seed,vectorizer,model,params,accuracy,training_time,prediction_time,peak_memory_train,peak_memory_prediction,precision_class_0,recall_class_0,f1_class_0,precision_class_1,recall_class_1,f1_class_1,precision_class_2,recall_class_2,f1_class_2,precision_class_3,recall_class_3,f1_class_3,precision_class_4,recall_class_4,f1_class_4,precision_class_5,recall_class_5,f1_class_5
2,CountVectorizer,RandomForest,"{'n_estimators': 50, 'criterion': 'log_loss'}",0.8845,9.393490500000098,1.0404829999997673,442.0,442.03515625,0.9199255121042831,0.8981818181818182,0.9089236430542779,0.9198855507868383,0.9133522727272727,0.9166072701354241,0.8146067415730337,0.8146067415730337,0.8146067415730337,0.8641114982578397,0.9018181818181819,0.8825622775800712,0.8177570093457944,0.8254716981132075,0.8215962441314554,0.7529411764705882,0.7901234567901234,0.7710843373493976
2,CountVectorizer,RandomForest,"{'n_estimators': 100, 'criterion': 'gini'}",0.891,16.62533590000021,1.1297715999999127,496.37890625,489.74609375,0.9194139194139194,0.9127272727272727,0.916058394160584,0.9164305949008499,0.9190340909090909,0.9177304964539007,0.8362573099415205,0.8033707865168539,0.8194842406876791,0.8600682593856656,0.9163636363636364,0.8873239436619719,0.8349056603773585,0.8349056603773585,0.8349056603773585,0.8472222222222222,0.7530864197530864,0.7973856209150327
2,CountVectorizer,RandomForest,"{'n_estimators': 100, 'criterion': 'entropy'}",0.89,18.540967400000227,1.1391582000001108,503.0546875,496.1875,0.9276437847866419,0.9090909090909091,0.9182736455463728,0.9212034383954155,0.9133522727272727,0.9172610556348074,0.8166666666666667,0.8258426966292135,0.8212290502793296,0.8650519031141869,0.9090909090909091,0.8865248226950354,0.8271028037383178,0.8349056603773585,0.8309859154929577,0.7875,0.7777777777777778,0.782608695652174
2,CountVectorizer,RandomForest,"{'n_estimators': 100, 'criterion': 'log_loss'}",0.89,18.506797600000027,1.1405558000001292,502.9375,495.95703125,0.9276437847866419,0.9090909090909091,0.9182736455463728,0.9212034383954155,0.9133522727272727,0.9172610556348074,0.8166666666666667,0.8258426966292135,0.8212290502793296,0.8650519031141869,0.9090909090909091,0.8865248226950354,0.8271028037383178,0.8349056603773585,0.8309859154929577,0.7875,0.7777777777777778,0.782608695652174
2,CountVectorizer,RandomForest,"{'n_estimators': 150, 'criterion': 'gini'}",0.8915,24.56722239999999,1.2215360999998666,552.609375,545.6328125,0.9197080291970803,0.9163636363636364,0.9180327868852459,0.9202279202279202,0.9176136363636364,0.918918918918919,0.8313953488372093,0.8033707865168539,0.8171428571428572,0.8625429553264605,0.9127272727272727,0.8869257950530035,0.8364485981308412,0.8443396226415094,0.8403755868544601,0.821917808219178,0.7407407407407407,0.7792207792207793
2,CountVectorizer,RandomForest,"{'n_estimators': 150, 'criterion': 'entropy'}",0.8915,27.350720899999942,1.2180100000000493,561.20703125,560.37109375,0.9294990723562152,0.9109090909090909,0.9201101928374655,0.9213161659513591,0.9147727272727273,0.9180327868852459,0.8212290502793296,0.8258426966292135,0.8235294117647058,0.8671328671328671,0.9018181818181819,0.8841354723707665,0.8248847926267281,0.8443396226415094,0.8344988344988346,0.8,0.7901234567901234,0.7950310559006211
2,CountVectorizer,RandomForest,"{'n_estimators': 150, 'criterion': 'log_loss'}",0.8915,27.684349199999815,1.210031799999797,561.39453125,560.36328125,0.9294990723562152,0.9109090909090909,0.9201101928374655,0.9213161659513591,0.9147727272727273,0.9180327868852459,0.8212290502793296,0.8258426966292135,0.8235294117647058,0.8671328671328671,0.9018181818181819,0.8841354723707665,0.8248847926267281,0.8443396226415094,0.8344988344988346,0.8,0.7901234567901234,0.7950310559006211
2,CountVectorizer,SVC,"{'C': 0.1, 'kernel': 'linear'}",0.8915,16.223441699999967,1.626883099999759,802.7109375,575.39453125,0.9157706093189965,0.9290909090909091,0.9223826714801444,0.9093444909344491,0.9261363636363636,0.9176636171710063,0.8502994011976048,0.797752808988764,0.8231884057971014,0.8955223880597015,0.8727272727272727,0.8839779005524862,0.7920353982300885,0.8443396226415094,0.817351598173516,0.921875,0.7283950617283951,0.8137931034482758
2,CountVectorizer,SVC,"{'C': 0.1, 'kernel': 'rbf'}",0.441,26.173876500000006,2.264317900000151,772.40234375,577.73828125,0.7563025210084033,0.32727272727272727,0.45685279187817257,0.3977272727272727,0.9943181818181818,0.5681818181818182,0.0,0.0,0.0,1.0,0.0036363636363636364,0.007246376811594203,1.0,0.0047169811320754715,0.009389671361502348,0.0,0.0,0.0
2,CountVectorizer,SVC,"{'C': 0.1, 'kernel': 'sigmoid'}",0.5795,20.343708600000355,1.9821302000000287,781.1328125,578.45703125,0.7357859531772575,0.8,0.7665505226480837,0.5021897810218978,0.9772727272727273,0.6634522661523626,0.0,0.0,0.0,1.0,0.05454545454545454,0.10344827586206896,1.0,0.0660377358490566,0.12389380530973451,1.0,0.024691358024691357,0.04819277108433735
2,CountVectorizer,SVC,"{'C': 1, 'kernel': 'linear'}",0.8875,10.719762300000184,1.463639300000068,695.109375,576.0703125,0.9153153153153153,0.9236363636363636,0.9194570135746606,0.9158345221112696,0.9119318181818182,0.9138790035587189,0.8011363636363636,0.7921348314606742,0.7966101694915254,0.9014598540145985,0.8981818181818182,0.8998178506375227,0.8101851851851852,0.8254716981132075,0.8177570093457944,0.7948717948717948,0.7654320987654321,0.779874213836478
2,CountVectorizer,SVC,"{'C': 1, 'kernel': 'rbf'}",0.838,32.247433,2.102693299999828,797.15625,576.671875,0.878682842287695,0.9218181818181819,0.8997338065661047,0.7794457274826789,0.9588068181818182,0.8598726114649682,0.9215686274509803,0.5280898876404494,0.6714285714285714,0.9118942731277533,0.7527272727272727,0.8247011952191236,0.8241758241758241,0.7075471698113207,0.7614213197969543,0.9347826086956522,0.5308641975308642,0.6771653543307087
2,CountVectorizer,SVC,"{'C': 1, 'kernel': 'sigmoid'}",0.8645,13.376248500000202,1.6276551999999356,734.640625,562.70703125,0.8534923339011925,0.9109090909090909,0.8812664907651715,0.9001447178002895,0.8835227272727273,0.8917562724014337,0.7845303867403315,0.797752808988764,0.7910863509749304,0.8872180451127819,0.8581818181818182,0.8724584103512015,0.8113207547169812,0.8113207547169812,0.8113207547169812,0.8888888888888888,0.691358024691358,0.7777777777777778
