batch_size,learning_rate,seed,train_acc,train_precisions,train_recalls,train_f1s,max_memory_usage_train,max_vram_usage_train,total_train_time,val_acc,val_precisions,val_recalls,val_f1s,test_acc,test_precisions,test_recalls,test_f1s,max_memory_usage_test,max_vram_usage_test,total_test_time
16,5e-05,2,0.4072289156626506,"[0.75, 0.0, 0.0, 0.8036363636363636, 0.0]","[0.06666666666666667, 0.0, 0.0, 0.86328125, 0.0]","[0.12244897959183673, 0.0, 0.0, 0.832391713747646, 0.0]",1374.3828125,2528.90673828125,11.678102802005014,0.45989304812834225,"[0.5, 1.0, 0.0, 0.7714285714285715, 0.0]","[0.06451612903225806, 0.25925925925925924, 0.0, 0.8925619834710744, 0.0]","[0.11428571428571428, 0.4117647058823529, 0.0, 0.8275862068965517, 0.0]",0.465,"[1.0, 0.8333333333333334, 0.0, 0.7741935483870968, 0.0]","[0.023255813953488372, 0.38461538461538464, 0.0, 0.9448818897637795, 0.0]","[0.045454545454545456, 0.5263157894736842, 0.0, 0.851063829787234, 0.0]",1292.9296875,1713.427734375,0.9006630559961195
16,5e-05,3,0.6771084337349398,"[0.7623762376237624, 0.8260869565217391, 0.0, 0.968, 0.0]","[0.8555555555555555, 0.7450980392156863, 0.0, 0.9453125, 0.0]","[0.806282722513089, 0.7835051546391752, 0.0, 0.9565217391304348, 0.0]",1384.69921875,2536.28173828125,11.838824693993956,0.5080213903743316,"[0.4, 0.875, 0.0, 0.808, 0.0]","[0.45161290322580644, 0.5185185185185185, 0.0, 0.8347107438016529, 0.0]","[0.42424242424242425, 0.6511627906976745, 0.0, 0.8211382113821138, 0.0]",0.525,"[0.5882352941176471, 0.6923076923076923, 0.0, 0.7986111111111112, 0.0]","[0.23255813953488372, 0.6923076923076923, 0.0, 0.905511811023622, 0.0]","[0.3333333333333333, 0.6923076923076923, 0.0, 0.8487084870848709, 0.0]",1302.9140625,1708.302734375,0.924362812002073
16,5e-05,5,0.40481927710843374,"[0.7894736842105263, 0.0, 0.0, 0.7947761194029851, 0.0]","[0.16666666666666666, 0.0, 0.0, 0.83203125, 0.0]","[0.27522935779816515, 0.0, 0.0, 0.8129770992366412, 0.0]",1394.75,2533.90673828125,11.387684746994637,0.4117647058823529,"[0.5, 0.0, 0.0, 0.75, 0.0]","[0.12903225806451613, 0.0, 0.0, 0.8181818181818182, 0.0]","[0.20512820512820512, 0.0, 0.0, 0.782608695652174, 0.0]",0.43,"[1.0, 0.0, 0.0, 0.815068493150685, 0.0]","[0.06976744186046512, 0.0, 0.0, 0.937007874015748, 0.0]","[0.13043478260869565, 0.0, 0.0, 0.8717948717948718, 0.0]",1305.328125,1709.927734375,0.885379355000623
16,3e-05,2,0.4987951807228916,"[0.6578947368421053, 1.0, 0.0, 0.8850574712643678, 0.0]","[0.2777777777777778, 0.3137254901960784, 0.0, 0.90234375, 0.0]","[0.390625, 0.47761194029850745, 0.0, 0.8936170212765957, 0.0]",1394.75390625,2537.15673828125,11.867840934995911,0.5026737967914439,"[0.45454545454545453, 0.9230769230769231, 0.0, 0.8016528925619835, 0.0]","[0.4838709677419355, 0.4444444444444444, 0.0, 0.8016528925619835, 0.0]","[0.46875, 0.6, 0.0, 0.8016528925619835, 0.0]",0.53,"[0.7777777777777778, 0.631578947368421, 0.0, 0.8467153284671532, 0.0]","[0.32558139534883723, 0.46153846153846156, 0.0, 0.9133858267716536, 0.0]","[0.45901639344262296, 0.5333333333333333, 0.0, 0.8787878787878788, 0.0]",1305.375,1705.427734375,0.9067919880035333
16,3e-05,3,0.6168674698795181,"[0.7171717171717171, 0.9310344827586207, 0.0, 0.957983193277311, 0.0]","[0.7888888888888889, 0.5294117647058824, 0.0, 0.890625, 0.0]","[0.7513227513227513, 0.675, 0.0, 0.9230769230769231, 0.0]",1394.83984375,2537.53173828125,12.317114305005816,0.49732620320855614,"[0.43333333333333335, 0.8823529411764706, 0.0, 0.8099173553719008, 0.0]","[0.41935483870967744, 0.5555555555555556, 0.0, 0.8099173553719008, 0.0]","[0.4262295081967213, 0.6818181818181818, 0.0, 0.8099173553719008, 0.0]",0.525,"[0.6111111111111112, 0.6153846153846154, 0.0, 0.8308823529411765, 0.0]","[0.2558139534883721, 0.6153846153846154, 0.0, 0.889763779527559, 0.0]","[0.36065573770491804, 0.6153846153846154, 0.0, 0.8593155893536122, 0.0]",1305.3828125,1711.302734375,0.8999790250018123
16,3e-05,5,0.6433734939759036,"[0.8701298701298701, 0.8444444444444444, 0.0, 0.9523809523809523, 0.0]","[0.7444444444444445, 0.7450980392156863, 0.0, 0.9375, 0.0]","[0.8023952095808383, 0.7916666666666666, 0.0, 0.9448818897637795, 0.0]",1394.8125,2533.28173828125,11.82500466700003,0.5133689839572193,"[0.4186046511627907, 0.8888888888888888, 0.0, 0.8333333333333334, 0.0]","[0.5806451612903226, 0.5925925925925926, 0.0, 0.7851239669421488, 0.0]","[0.4864864864864865, 0.7111111111111111, 0.0, 0.8085106382978723, 0.0]",0.57,"[0.7105263157894737, 0.5925925925925926, 0.0, 0.8492063492063492, 0.0]","[0.627906976744186, 0.6153846153846154, 0.0, 0.84251968503937, 0.0]","[0.6666666666666666, 0.6037735849056604, 0.0, 0.8458498023715415, 0.0]",1305.40625,1709.052734375,0.958691189000092
16,2e-05,2,0.41204819277108434,"[1.0, 0.0, 0.0, 0.7574750830564784, 0.0]","[0.03333333333333333, 0.0, 0.0, 0.890625, 0.0]","[0.06451612903225806, 0.0, 0.0, 0.8186714542190305, 0.0]",1394.859375,2532.65673828125,11.813839507005468,0.37433155080213903,"[0.8333333333333334, 1.0, 0.0, 0.8055555555555556, 0.0]","[0.16129032258064516, 0.07407407407407407, 0.0, 0.71900826446281, 0.0]","[0.2702702702702703, 0.13793103448275862, 0.0, 0.759825327510917, 0.0]",0.41,"[1.0, 0.5, 0.0, 0.8888888888888888, 0.0]","[0.046511627906976744, 0.038461538461538464, 0.0, 0.8818897637795275, 0.0]","[0.08888888888888889, 0.07142857142857142, 0.0, 0.8853754940711462, 0.0]",1305.46875,1709.052734375,0.9791662169955089
16,2e-05,3,0.4891566265060241,"[0.7241379310344828, 0.0, 0.0, 0.9294605809128631, 0.0]","[0.4666666666666667, 0.0, 0.0, 0.875, 0.0]","[0.5675675675675675, 0.0, 0.0, 0.9014084507042254, 0.0]",1394.0625,2538.28173828125,12.223169709999638,0.42780748663101603,"[0.4090909090909091, 0.0, 0.0, 0.78125, 0.0]","[0.2903225806451613, 0.0, 0.0, 0.8264462809917356, 0.0]","[0.33962264150943394, 0.0, 0.0, 0.8032128514056225, 0.0]",0.46,"[0.6428571428571429, 1.0, 0.0, 0.8226950354609929, 0.0]","[0.20930232558139536, 0.07692307692307693, 0.0, 0.9133858267716536, 0.0]","[0.3157894736842105, 0.14285714285714285, 0.0, 0.8656716417910447, 0.0]",1306.87890625,1713.927734375,0.8908155559984152
16,2e-05,5,0.5614457831325301,"[0.8524590163934426, 0.9047619047619048, 0.0, 0.9215686274509803, 0.0]","[0.5777777777777777, 0.37254901960784315, 0.0, 0.91796875, 0.0]","[0.6887417218543046, 0.5277777777777778, 0.0, 0.9197651663405088, 0.0]",1397.4765625,2533.03173828125,12.297584153006028,0.4919786096256685,"[0.40816326530612246, 1.0, 0.0, 0.819047619047619, 0.0]","[0.6451612903225806, 0.48148148148148145, 0.0, 0.7107438016528925, 0.0]","[0.5, 0.65, 0.0, 0.7610619469026548, 0.0]",0.56,"[0.7105263157894737, 0.7, 0.0, 0.8823529411764706, 0.0]","[0.627906976744186, 0.5384615384615384, 0.0, 0.8267716535433071, 0.0]","[0.6666666666666666, 0.6086956521739131, 0.0, 0.8536585365853658, 0.0]",1308.0546875,1708.927734375,0.8732485500004259
32,5e-05,2,0.40240963855421685,"[1.0, 0.0, 0.0, 0.7894736842105263, 0.0]","[0.05555555555555555, 0.0, 0.0, 0.87890625, 0.0]","[0.10526315789473684, 0.0, 0.0, 0.8317929759704251, 0.0]",1441.296875,3774.43896484375,10.402350789998309,0.42245989304812837,"[0.5294117647058824, 0.0, 0.0, 0.7741935483870968, 0.0]","[0.2903225806451613, 0.0, 0.0, 0.7933884297520661, 0.0]","[0.375, 0.0, 0.0, 0.7836734693877551, 0.0]",0.435,"[0.8888888888888888, 0.0, 0.0, 0.835820895522388, 0.0]","[0.18604651162790697, 0.0, 0.0, 0.8818897637795275, 0.0]","[0.3076923076923077, 0.0, 0.0, 0.8582375478927203, 0.0]",1351.875,1710.95947265625,0.9375319120008498
