seed,batch_size,learning_rate,train_acc,train_precisions,train_recalls,train_f1s,max_memory_usage_train,max_vram_usage_train,total_train_time,val_acc,val_precisions,val_recalls,val_f1s,test_acc,test_precisions,test_recalls,test_f1s,max_memory_usage_test,max_vram_usage_test,total_test_time
2,16,5e-05,0.6184486373165619,"[0.620817843866171, 0.6163480553724456]","[0.589273112208892, 0.6470588235294118]","[0.6046343229543809, 0.6313301823092505]",1333.30859375,2528.85986328125,73.30954676299734,0.7047120418848167,"[0.6787479406919276, 0.75]","[0.8256513026052105, 0.5723684210526315]","[0.7450271247739603, 0.6492537313432836]",0.6696428571428571,"[0.6959706959706959, 0.6092436974789915]","[0.8033826638477801, 0.4662379421221865]","[0.745829244357213, 0.5282331511839709]",1254.015625,1716.755859375,3.610389141998894
3,16,5e-05,0.7700908455625437,"[0.7562457798784605, 0.7849384503982622]","[0.7904022582921666, 0.7501730103806228]","[0.7729468599033816, 0.7671620665251239]",1345.48046875,2541.60986328125,73.4989264700016,0.6607329842931937,"[0.7478753541076487, 0.6096345514950167]","[0.5290581162324649, 0.8048245614035088]","[0.6197183098591549, 0.6937618147448015]",0.6517857142857143,"[0.7659574468085106, 0.5465686274509803]","[0.6088794926004228, 0.7170418006430869]","[0.6784452296819788, 0.6203059805285118]",1273.21484375,1718.505859375,3.6083861160004744
5,16,5e-05,0.6097134870719776,"[0.6086956521739131, 0.6106612685560054]","[0.592801693719125, 0.6262975778546713]","[0.6006435466571326, 0.6183805944653229]",1352.32421875,2545.35986328125,73.15656178499921,0.6712041884816754,"[0.6438569206842923, 0.7275641025641025]","[0.8296593186372746, 0.49780701754385964]","[0.7250437828371279, 0.5911458333333334]",0.6492346938775511,"[0.6787003610108303, 0.5782608695652174]","[0.7949260042283298, 0.42765273311897106]","[0.7322297955209348, 0.49168207024029575]",1283.94140625,1723.005859375,3.4825028790000943
2,16,3e-05,0.6320754716981132,"[0.634020618556701, 0.6303191489361702]","[0.607621736062103, 0.6560553633217993]","[0.6205405405405405, 0.6429298067141404]",1335.22265625,2545.48486328125,73.08942101899811,0.6879581151832461,"[0.6878504672897197, 0.6880952380952381]","[0.7374749498997996, 0.6337719298245614]","[0.7117988394584139, 0.6598173515981736]",0.6568877551020408,"[0.7090163934426229, 0.5709459459459459]","[0.7315010570824524, 0.5434083601286174]","[0.7200832466181062, 0.556836902800659]",1293.16796875,1721.880859375,3.9556626560006407
3,16,3e-05,0.6303284416491963,"[0.6386100386100386, 0.6234843650287173]","[0.5836273817925194, 0.6761245674740485]","[0.609882005899705, 0.648738379814077]",1386.7109375,2543.60986328125,73.11987728999884,0.6554973821989529,"[0.7125, 0.6144144144144145]","[0.5711422845691383, 0.7478070175438597]","[0.6340378197997776, 0.6745796241345203]",0.6619897959183674,"[0.7905027932960894, 0.5539906103286385]","[0.5983086680761099, 0.7588424437299035]","[0.681107099879663, 0.6404341926729986]",1300.6015625,1723.505859375,3.8820785120005894
5,16,3e-05,0.6065688329839273,"[0.6114942528735632, 0.6024405908798972]","[0.5631616090331687, 0.6491349480968858]","[0.5863335782512858, 0.6249167221852099]",1356.04296875,2543.73486328125,73.2159959290002,0.6900523560209424,"[0.700990099009901, 0.6777777777777778]","[0.7094188376753507, 0.668859649122807]","[0.7051792828685259, 0.673289183222958]",0.6760204081632653,"[0.7576470588235295, 0.5793871866295265]","[0.6807610993657506, 0.6688102893890675]","[0.7171492204899778, 0.6208955223880597]",1314.16796875,1722.380859375,3.7589493729974492
2,16,2e-05,0.6439552760307478,"[0.6552262090483619, 0.6348101265822785]","[0.592801693719125, 0.6941176470588235]","[0.6224527602815858, 0.6631404958677686]",1373.58203125,2544.85986328125,72.99180368099769,0.6921465968586388,"[0.7013752455795678, 0.6816143497757847]","[0.7154308617234469, 0.6666666666666666]","[0.7083333333333334, 0.6740576496674058]",0.6747448979591837,"[0.7511520737327189, 0.58]","[0.6892177589852009, 0.6527331189710611]","[0.7188533627342889, 0.6142208774583964]",1318.23046875,1721.005859375,3.8926160170012736
3,16,2e-05,0.6289308176100629,"[0.6374903175832688, 0.6218968809675366]","[0.5808045165843331, 0.6761245674740485]","[0.6078286558345642, 0.6478779840848806]",1407.66796875,2544.60986328125,73.89703919599924,0.6670157068062827,"[0.7223587223587223, 0.6259124087591241]","[0.5891783567134269, 0.7521929824561403]","[0.6490066225165563, 0.6832669322709163]",0.6670918367346939,"[0.8136094674556213, 0.5560538116591929]","[0.5813953488372093, 0.797427652733119]","[0.6781750924784217, 0.655217965653897]",1318.26171875,1721.630859375,3.8266865169971425
5,16,2e-05,0.7536687631027253,"[0.7517680339462518, 0.755524861878453]","[0.7501764290755116, 0.7570934256055364]","[0.7509713882020488, 0.7563083304528171]",1407.68359375,2542.35986328125,73.92664254099873,0.7047120418848167,"[0.7427293064876958, 0.6712598425196851]","[0.6653306613226453, 0.7478070175438597]","[0.7019027484143763, 0.7074688796680498]",0.6875,"[0.785, 0.5859375]","[0.6638477801268499, 0.7234726688102894]","[0.7193585337915235, 0.6474820143884892]",1318.26171875,1721.255859375,3.6903181559973746
2,32,5e-05,0.6250873515024459,"[0.634585289514867, 0.6174242424242424]","[0.5723359209597741, 0.6768166089965398]","[0.6018552875695733, 0.6457576758005943]",1448.203125,3782.01611328125,62.98937903699698,0.6869109947643979,"[0.6453488372093024, 0.7940074906367042]","[0.8897795591182365, 0.4649122807017544]","[0.7481044650379107, 0.5864453665283541]",0.6721938775510204,"[0.6888111888111889, 0.6273584905660378]","[0.8329809725158562, 0.42765273311897106]","[0.754066985645933, 0.5086042065009561]",1358.78125,1737.162109375,4.097657287999027
3,32,5e-05,0.777078965758211,"[0.7729502452697968, 0.7811846689895471]","[0.7784050811573747, 0.7757785467128028]","[0.7756680731364276, 0.7784722222222222]",1448.2109375,3786.01611328125,63.98536209499798,0.7109947643979058,"[0.7131931166347992, 0.7083333333333334]","[0.7474949899799599, 0.6710526315789473]","[0.7299412915851272, 0.6891891891891891]",0.6785714285714286,"[0.7214428857715431, 0.6035087719298246]","[0.7610993657505285, 0.5530546623794212]","[0.7407407407407407, 0.5771812080536913]",1358.7890625,1735.412109375,4.026121840997803
5,32,5e-05,0.6086652690426275,"[0.6157443491816056, 0.6029132362254591]","[0.5575158786167961, 0.6588235294117647]","[0.5851851851851851, 0.6296296296296297]",1448.21484375,3791.51611328125,63.28504636800062,0.6795811518324607,"[0.6738738738738739, 0.6875]","[0.749498997995992, 0.6030701754385965]","[0.7096774193548387, 0.6425233644859814]",0.701530612244898,"[0.774712643678161, 0.6103151862464183]","[0.7124735729386892, 0.684887459807074]","[0.7422907488986784, 0.6454545454545455]",1359.14453125,1747.787109375,3.854905225998664
2,32,3e-05,0.6208944793850454,"[0.6271056661562021, 0.615681233933162]","[0.5779816513761468, 0.6629757785467129]","[0.6015424164524421, 0.6384538487170943]",1448.56640625,3783.89111328125,63.376335123997706,0.6931937172774869,"[0.6739864864864865, 0.7245179063360881]","[0.7995991983967936, 0.5767543859649122]","[0.7314390467461045, 0.6422466422466423]",0.6977040816326531,"[0.7398373983739838, 0.6267123287671232]","[0.7695560253699789, 0.5884244372990354]","[0.7544041450777202, 0.6069651741293532]",1359.14453125,1735.412109375,3.673321925001801
