mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_classifier;param_classifier__estimator__max_depth;param_classifier__estimator__n_estimators;param_vectorizer;param_classifier__estimator__C;param_classifier__estimator__kernel;param_classifier__estimator__alpha;params;split0_test_score;split1_test_score;split2_test_score;split3_test_score;split4_test_score;mean_test_score;std_test_score;rank_test_score
0.38374080657958987;0.008365642981764333;0.014899015426635742;0.002601875448720634;OneVsRestClassifier(estimator=RandomForestClassifier());;100.0;TfidfVectorizer();;;;{'classifier': OneVsRestClassifier(estimator=RandomForestClassifier()), 'classifier__estimator__max_depth': None, 'classifier__estimator__n_estimators': 100, 'vectorizer': TfidfVectorizer()};0.8695652173913043;0.8260869565217391;0.9130434782608695;0.9565217391304348;0.9130434782608695;0.8956521739130434;0.04433930011819813;7
0.3762021064758301;0.013839147618207927;0.015506839752197266;0.0037496931238584666;OneVsRestClassifier(estimator=RandomForestClassifier());;100.0;CountVectorizer();;;;{'classifier': OneVsRestClassifier(estimator=RandomForestClassifier()), 'classifier__estimator__max_depth': None, 'classifier__estimator__n_estimators': 100, 'vectorizer': CountVectorizer()};0.8695652173913043;0.8260869565217391;0.9130434782608695;0.9565217391304348;0.8695652173913043;0.8869565217391304;0.04433930011819813;9
0.5621315956115722;0.01184167308465617;0.020825910568237304;0.004752707926722984;OneVsRestClassifier(estimator=RandomForestClassifier());;150.0;TfidfVectorizer();;;;{'classifier': OneVsRestClassifier(estimator=RandomForestClassifier()), 'classifier__estimator__max_depth': None, 'classifier__estimator__n_estimators': 150, 'vectorizer': TfidfVectorizer()};0.8695652173913043;0.8695652173913043;0.9130434782608695;0.9565217391304348;0.782608695652174;0.8782608695652174;0.05768043113661564;12
0.538775634765625;0.02030714698594258;0.02090773582458496;0.0023746251034199683;OneVsRestClassifier(estimator=RandomForestClassifier());;150.0;CountVectorizer();;;;{'classifier': OneVsRestClassifier(estimator=RandomForestClassifier()), 'classifier__estimator__max_depth': None, 'classifier__estimator__n_estimators': 150, 'vectorizer': CountVectorizer()};0.8695652173913043;0.8260869565217391;0.9130434782608695;0.9565217391304348;0.9130434782608695;0.8956521739130434;0.04433930011819813;7
0.7917648315429687;0.026027597309986113;0.031943655014038085;0.0020137055100201283;OneVsRestClassifier(estimator=RandomForestClassifier());;200.0;TfidfVectorizer();;;;{'classifier': OneVsRestClassifier(estimator=RandomForestClassifier()), 'classifier__estimator__max_depth': None, 'classifier__estimator__n_estimators': 200, 'vectorizer': TfidfVectorizer()};0.8695652173913043;0.8260869565217391;0.9565217391304348;0.9565217391304348;0.9130434782608695;0.9043478260869564;0.05070392952039393;2
0.8819385528564453;0.01792924626668851;0.030059957504272462;0.003409638020707287;OneVsRestClassifier(estimator=RandomForestClassifier());;200.0;CountVectorizer();;;;{'classifier': OneVsRestClassifier(estimator=RandomForestClassifier()), 'classifier__estimator__max_depth': None, 'classifier__estimator__n_estimators': 200, 'vectorizer': CountVectorizer()};0.8695652173913043;0.8260869565217391;0.9130434782608695;0.9565217391304348;0.8695652173913043;0.8869565217391304;0.04433930011819813;9
0.41550250053405763;0.03347835148451104;0.012972211837768555;0.006352566444512993;OneVsRestClassifier(estimator=RandomForestClassifier());10;100.0;TfidfVectorizer();;;;{'classifier': OneVsRestClassifier(estimator=RandomForestClassifier()), 'classifier__estimator__max_depth': 10, 'classifier__estimator__n_estimators': 100, 'vectorizer': TfidfVectorizer()};0.8260869565217391;0.8695652173913043;0.8260869565217391;0.9565217391304348;0.9130434782608695;0.8782608695652174;0.05070392952039392;12
0.3650012969970703;0.017125084738155348;0.011969947814941406;0.004970378891981309;OneVsRestClassifier(estimator=RandomForestClassifier());10;100.0;CountVectorizer();;;;{'classifier': OneVsRestClassifier(estimator=RandomForestClassifier()), 'classifier__estimator__max_depth': 10, 'classifier__estimator__n_estimators': 100, 'vectorizer': CountVectorizer()};0.8260869565217391;0.8260869565217391;0.9130434782608695;0.9565217391304348;0.7391304347826086;0.8521739130434781;0.07580693814853347;20
0.5677215576171875;0.023853738076719946;0.01992950439453125;0.002585796745525076;OneVsRestClassifier(estimator=RandomForestClassifier());10;150.0;TfidfVectorizer();;;;{'classifier': OneVsRestClassifier(estimator=RandomForestClassifier()), 'classifier__estimator__max_depth': 10, 'classifier__estimator__n_estimators': 150, 'vectorizer': TfidfVectorizer()};0.8695652173913043;0.8695652173913043;0.8695652173913043;0.9565217391304348;0.7391304347826086;0.8608695652173912;0.06956521739130438;17
0.502570915222168;0.031162720915786455;0.017685937881469726;0.0029166300231270844;OneVsRestClassifier(estimator=RandomForestClassifier());10;150.0;CountVectorizer();;;;{'classifier': OneVsRestClassifier(estimator=RandomForestClassifier()), 'classifier__estimator__max_depth': 10, 'classifier__estimator__n_estimators': 150, 'vectorizer': CountVectorizer()};0.8695652173913043;0.8695652173913043;0.9130434782608695;0.9565217391304348;0.7391304347826086;0.8695652173913043;0.0727530457855718;15
