seed,vectorizer,model,params,accuracy,hamming_loss,training_time,prediction_time,peak_memory_train,peak_memory_prediction,precision_class_bug,recall_class_bug,f1_class_bug,precision_class_docs,recall_class_docs,f1_class_docs,precision_class_feature,recall_class_feature,f1_class_feature,precision_class_question,recall_class_question,f1_class_question,precision_class_won't fix,recall_class_won't fix,f1_class_won't fix
5,TfidfVectorizer,SGD,"{'estimator__alpha': 0.01, 'estimator__penalty': 'elasticnet'}",0.46524064171123,0.18716577540106952,1.9554884000099264,1.9169728999841027,56.34375,56.34375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,1.0,0.7857142857142857,0.0,0.0,0.0
5,CountVectorizer,RandomForest,"{'n_estimators': 50, 'criterion': 'gini'}",0.4919786096256685,0.16149732620320856,1.2167937000049278,1.9898847000440583,60.24609375,59.06640625,0.8333333333333334,0.16129032258064516,0.2702702702702703,0.875,0.25925925925925924,0.4,0.0,0.0,0.0,0.7142857142857143,0.9504132231404959,0.8156028368794326,0.5,0.04878048780487805,0.08888888888888889
5,CountVectorizer,RandomForest,"{'n_estimators': 50, 'criterion': 'entropy'}",0.48663101604278075,0.1711229946524064,1.2406620999681763,1.990947199985385,59.97265625,59.33203125,0.5454545454545454,0.1935483870967742,0.2857142857142857,0.875,0.25925925925925924,0.4,0.0,0.0,0.0,0.7044025157232704,0.9256198347107438,0.8,0.3333333333333333,0.024390243902439025,0.045454545454545456
5,CountVectorizer,RandomForest,"{'n_estimators': 50, 'criterion': 'log_loss'}",0.48663101604278075,0.1711229946524064,1.3055347999907099,2.016346800024621,59.82421875,59.5703125,0.5454545454545454,0.1935483870967742,0.2857142857142857,0.875,0.25925925925925924,0.4,0.0,0.0,0.0,0.7044025157232704,0.9256198347107438,0.8,0.3333333333333333,0.024390243902439025,0.045454545454545456
5,CountVectorizer,RandomForest,"{'n_estimators': 100, 'criterion': 'gini'}",0.4919786096256685,0.1625668449197861,0.739418699988164,1.9927430000388995,61.9453125,61.8984375,0.6666666666666666,0.1935483870967742,0.3,1.0,0.25925925925925924,0.4117647058823529,0.0,0.0,0.0,0.7142857142857143,0.9504132231404959,0.8156028368794326,0.5,0.04878048780487805,0.08888888888888889
5,CountVectorizer,RandomForest,"{'n_estimators': 100, 'criterion': 'entropy'}",0.48663101604278075,0.16898395721925133,0.7158120999811217,1.9799596999655478,62.4296875,62.14453125,0.5454545454545454,0.1935483870967742,0.2857142857142857,1.0,0.25925925925925924,0.4117647058823529,0.0,0.0,0.0,0.70625,0.9338842975206612,0.8042704626334519,0.3333333333333333,0.024390243902439025,0.045454545454545456
5,CountVectorizer,RandomForest,"{'n_estimators': 100, 'criterion': 'log_loss'}",0.48663101604278075,0.16898395721925133,0.7196421999833547,1.943034500000067,62.515625,62.19921875,0.5454545454545454,0.1935483870967742,0.2857142857142857,1.0,0.25925925925925924,0.4117647058823529,0.0,0.0,0.0,0.70625,0.9338842975206612,0.8042704626334519,0.3333333333333333,0.024390243902439025,0.045454545454545456
5,CountVectorizer,RandomForest,"{'n_estimators': 150, 'criterion': 'gini'}",0.49732620320855614,0.17005347593582887,0.8066983000026084,1.9824042999534868,64.80078125,64.84375,0.5,0.1935483870967742,0.27906976744186046,0.875,0.25925925925925924,0.4,0.0,0.0,0.0,0.7080745341614907,0.9421487603305785,0.8085106382978723,0.3333333333333333,0.024390243902439025,0.045454545454545456
5,CountVectorizer,RandomForest,"{'n_estimators': 150, 'criterion': 'entropy'}",0.48663101604278075,0.1657754010695187,0.8521284000016749,1.975470100005623,64.97265625,64.83203125,0.5454545454545454,0.1935483870967742,0.2857142857142857,1.0,0.25925925925925924,0.4117647058823529,0.0,0.0,0.0,0.7080745341614907,0.9421487603305785,0.8085106382978723,0.5,0.04878048780487805,0.08888888888888889
5,CountVectorizer,RandomForest,"{'n_estimators': 150, 'criterion': 'log_loss'}",0.48663101604278075,0.1657754010695187,0.88692690001335,2.0825781000312418,65.58984375,65.1328125,0.5454545454545454,0.1935483870967742,0.2857142857142857,1.0,0.25925925925925924,0.4117647058823529,0.0,0.0,0.0,0.7080745341614907,0.9421487603305785,0.8085106382978723,0.5,0.04878048780487805,0.08888888888888889
5,CountVectorizer,SVC,"{'estimator__C': 0.1, 'estimator__kernel': 'linear'}",0.46524064171123,0.1754010695187166,1.1527663999586366,2.0573980000335723,66.6328125,65.94921875,0.0,0.0,0.0,1.0,0.07407407407407407,0.13793103448275862,0.0,0.0,0.0,0.6839080459770115,0.9834710743801653,0.8067796610169492,0.0,0.0,0.0
5,CountVectorizer,SVC,"{'estimator__C': 0.1, 'estimator__kernel': 'rbf'}",0.46524064171123,0.18716577540106952,1.1303156000212766,2.2199282000074163,66.9140625,66.44921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,1.0,0.7857142857142857,0.0,0.0,0.0
5,CountVectorizer,SVC,"{'estimator__C': 0.1, 'estimator__kernel': 'sigmoid'}",0.46524064171123,0.18716577540106952,1.5941667999722995,2.0211339999805205,67.2265625,66.69140625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,1.0,0.7857142857142857,0.0,0.0,0.0
5,CountVectorizer,SVC,"{'estimator__C': 1, 'estimator__kernel': 'linear'}",0.3582887700534759,0.20320855614973263,1.1466445999685675,2.0695351000176743,67.8515625,67.05078125,0.30434782608695654,0.22580645161290322,0.25925925925925924,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.0,0.0,0.0,0.7333333333333333,0.8181818181818182,0.7734375,0.18518518518518517,0.12195121951219512,0.14705882352941177
5,CountVectorizer,SVC,"{'estimator__C': 1, 'estimator__kernel': 'rbf'}",0.48128342245989303,0.1679144385026738,1.1664264000137337,2.075586499995552,68.03125,67.54296875,1.0,0.06451612903225806,0.12121212121212122,1.0,0.1111111111111111,0.2,0.0,0.0,0.0,0.6976744186046512,0.9917355371900827,0.8191126279863481,0.0,0.0,0.0
